idx,text,label_value,label
974,"""

 SR/CL: 

U bud bin A-way. Like long time like time outa mind long.  Gooood shit but mo' latah an dat.  Soon az Ah gitz back heah sum a de brotherz 'n sistahs 
sez """"Hance dead or alive?  We're about to send a Zion Ranger to check on his condition.""""  Ah sez """"Whoa! Led me gib him a holler.""""  Dis me hollerin Bro. 
De Zion Rangerz be dem dat do most a' de walkin tru wallz.  Not all but most. De wall walkin dude ain gonna do R Bro no harm, he jes be checkin.  
EE-ben so a gentle remindah kum fuhst.  U be readin id. A leedle postin a dis 'n dat go down GOOD.  Doan fohget to cut sum ZZzz aftah a tad a postin. 
Sleep good 'n doan fergit ta dream. Sumptin might kum jes ta BDH all wrapt roun wid delta wave 'n a kupla otha' carrierz what we diz-cuss lAtah. Chow, Bro.""",0,toxic
136491,"""

 DAMN FKER ITS ME 24...173. ONCE AGAIN, MY IP ADDRESS CHANGES AFTER AN ADMISTOR BANNS IT!!!!!!!! GET IT YET YOU """"FEMALE DOG"""" """,0,toxic
137114,"""

Then again you idiots screw up most of gaming history already. There's no point, go on andhave your """"Dreamcast pioneered"""" BS. It's all a freaking illusion. it's sad media uses wikipedia instead of reliable sources most of the time. It's as if all of you are retarted and there is no quality control. User Indrian has already tried to change facts because of bias, and the administration seems to have a liking to his BS.""",0,toxic
110452,"@User:KrakatoaKatie. You better unblock me because there is now lots of vandalism attacks happening, and you do nothing ! How you can block me? the google translate is not good ! Let me translate it to you. UNBLOCK ME",0,toxic
117115,"Czechoslovak panslavist yopie

New little entente formed? With your nationalist chauvinist friend? Forexample Antonescu-fan iaaasi and tiso follower slovak slavic-bloodbrother wladthemlat ?
Hahahaha",0,toxic
152350,"""

""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""""Bitch, suck my dick before I slap you with it.""""""",0,toxic
84296,"So, are you a Christian becaue of Jesus or because Assyrian women and their tits? Do Assyrian women have the best titt-fucking tits in the Middle East? — |Talk 22:56 02 Aug, 2007 (UTC)",0,toxic
519,"I can tell you what the argument is about here newseventsguy. It's about YOUR retroactive reversion of a simple edit trying to include secondary independent verification of sedimentary nanodiamonds in Younger Dryas sediments by Bement and Madden et al., WITHOUT DISCUSSION a reference that I notice has NOT YET been included in the reference list still, after all this time. This is after you ADMIT that you are ignorant of the peer review literature and the controversy. Any attempt to do simple reference list edits on this page have been stomped by no less that five admittedly biased and ignorant editors. The honorable thing to do here would be to recuse yourself from editing the page, as I have. But I haven't seen that happening until now. Good luck with it, you've already made complete fools of yourselves.",0,toxic
156893,"FUD, FUD, and FUD. You  only exist to keep Astroturfing the ODF and OOXML pages. Get the facts, you are a retard.",0,toxic
35011,"What gives you the authority to talk like that? Gosh, aren't you toilet-trained?",0,toxic
148036,Hi afghani beggar refugee i love to suck the puti of ur amma ;),0,toxic
11710,"Hating Wikipedia. Agree. But it seems that until the school gets its act together with their lousy website, this will have to do.",0,toxic
136792,If you are a wikipedia admin who spends someone time banning people on wikipedia your a fucking cock sucker!!!,0,toxic
4540,"""
Well, thank you for spouting your ignorant mouth off, moron who can't read policies. You're obviously a foolish anti-semite, since you didn't bother taking any time to read that ridiculous """"marwenmedia"""" site that was linked up as """"proof."""" Go find something useful to do now, please, and stop trying to insert your racism into an encyclopedia.""",0,toxic
45190,Why does this fuck-up have to ruin jazz?,0,toxic
62729,"suxk my dick 

YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice b",0,toxic
101639,Eat my asshole.  You did nothing when others wrongly accused me of vandalism.  This is the result.  You have no one to blame but yourselves.,0,toxic
67410,I am going to kill you. I am going to murder you.,0,toxic
17602,"U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA  

U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA",0,toxic
103727,Good riddance Allah monkey.,0,toxic
103302,I was attempting to continue editing the Vampires Suck article.,0,toxic
95961,"""Rob, you can go to hell. Leave my userpage alone.   X """,0,toxic
103215,"""

Explain? I don't have to explain anything to you. You are trying my patience and you have abused wikipedia too much! stable """,0,toxic
55371,"Faggot 

Enough said",0,toxic
65105,"Pedro is a fucking dumbass.  Probably just was bullied as a kid & now, as an admin, tries to get back by being an asshole & blocking ppl for no reaseon.  What a deluded fag.",0,toxic
157323,"WHO ARE YOU? 
WHO ARE YOU TO BOSS ME AROUND?",0,toxic
50216,"""

What exactly does saying """"How are you niggers today?"""" have to do with this discussion?  """"Nigger"""" is a far more inflamatory word than """"homo"""" is!  There are far more derogatory terms for homosexuals than homos - that would be on par with """"nigger"""" - but I did not use any of them.  And whether admins are """"stupid"""" or not is equally irrelevant.

I was blocked for 48 hours for doing what an admin said.  If saying """"homo"""" is the cardinal Wiki-sin, at least shorten the block by the 48 hours that I was unfairly blocked.  """,0,toxic
150836,Even If you have the rights to those movies...You're calling mee a liar? That violates your personel attach policy!!!!!!!!!!Conflict of interset ..You gotta be kidding Me? What is the conflict ...I recieve nothing for produceing these videos. I produced them for my own entertainment and to promote the Band or Singer and to introduce some educational value throught the Video. Because I linked to more than one constitutes spaming? Thats an odd interptertaion???????? I suppose No One adds more than one thing? Promoteing Myself...What a pernoid conclusion that is! What in the Videos I linked promotes ME?...??? What? Copyright? Since You called Me a Liar what would You like Me to do to PROVE COPRIGHT? What?...Conflict of Interest...by making the Video and being a Fan? Neuteral point of view...What IS NOT Neutral? SPAM Linking to an organization other than Wikipedia...By Definition THAT IS AM OUTSIDE LINK...isn't and by vertue of that COPYRIGHT SOULD NOT BE AN ISSUE. Thats YouTube's Job then isn't it?????????...Calm Down??? Fuck Wikipedia and the Hourse it wrote in on . You've wasted my time and efforts for the last time FUCK YOU!,0,toxic
13176,"be nice 

hello you deviant",0,toxic
21212,Go fuck yourself you fucking dick go rot in hell piece of crap your mother is a whore,0,toxic
64362,"You represent the BOTTOM OF THE BARREL at Wikipedia
At least based on your brain-dead farcical justification of pretending Fox News Bill O'Reilly's show did not consistently DESTROY Keith Olbermann the QUITTER'S show - usually DOUBLING him week after week.

Your detachment from reality is a picture-perfect example of how liberals think...
65.48.16.58",0,toxic
6005,"""
What a pile of shit. You completely ignore a massive violation of WB:BLPCRIME while you go on holiday. You, Wales, are one special piece of shit. Magnotta's prospective defence team are having wet dreams about wikipedia. There can be no fair trial given the article you have approved.You are a fucking idiot. When politicians come calling at your door complaining at {{WP:BLP]], you collapse like a wet kleenex in a mild breeze. You should be ashamed of yourself. But perhaps it is more important to you that people like Malleus are pursued for calling cunts """"cunts"""". If you allow this massive violation of WP:BLPCRIME to pass, then you are  patently a media-whoring cunt yourself. This stinks, Wales. You stink, by association. Fuck you and your warped concept of an """"encyclopedia"""". Chan """,0,toxic
60574,"Re: Mark Lester 

Shut Up! I'll write whatever I want! GEEZ!!!!!!
173.51.203.228",0,toxic
26322,"""

What the hell asshole!!! Your going to block me for putting the right information on Of Mice & Men (band) artical!! What the fuck!! That's wrong man!! You sir, are an asshole. You are disrespectful to this site and yourself. I have never seen a disgrace in my life. Of Mice & Men are NOT a nu metal band. They never had been, just because there new album have small bits of nu metal elements doesn't mean they are a nu metal band. Austin said, and I quote from the Alternative Press interview: """"On our new stuff, we want to go more rock, or I guess a nu-metal sound you could say.'' I rest my case. So now you know, you will put the correct genre on this band. I know you will. Asshole.""",0,toxic
70545,"You must really hate freedom, you evil-doing, nazi asshole
IP Banning, is that something Osama Bin Laden told you would be effective? You are such a snivelling little asshole",0,toxic
152569,"leave our country 

we don't want you Arabs here",0,toxic
154394,tocBOOTHY IS A FUCKER,0,toxic
66213,Smelly? Interesting choice of derogatory term. Seems like OM has a really nasty reaction-formation or projection defense mechanism going on. Just read what he says. He acts like he is a gestapo. Is this why he is so against christians? Identifying with the captor but in a removed scenario? Just watch him. It is so interesting. Very pathological but really entertaining. Watch him now. He used smelly. next dirty? Should be fun.,0,toxic
53511,please remove this  massacres  bullshit .those idiots working with foreign goverments try to write shit on wikipedia all the time. this massucure bs is nonsense it has nothing to do with greco turkish war .some idiots put that to overshadow the war . there is no need  some sneaky racist propaganda in wikipedia. remove all the racist propaganda please,0,toxic
128036,"What shit u talk to me, communist rat?",0,toxic
9318,"Oy vey this is pathetic. 
I will clean this up soon.",0,toxic
64122,"WTF is with this place? nazi land? geezus what, everything has to be peer reviewed? Do your own god damn research, it's fact, this isn't speculation. DO NOT remove it again",0,toxic
86850,"oh, and.. 

this is a university computer.. so i dont give a fk if you block this IP address. ) have a terrible day, @#$#@$ @#$%$# ! ) )",0,toxic
73867,"""

""""Ephebophilia"""" is from the fucking fourties, DanB. Not """"recent.""""  """,0,toxic
29987,"WIKIPEDIA SUCKS 

WIKIPEDIA SUCKS WEENIES",0,toxic
77128,"Also, my mother is a prostitute who loves her black pimp.",0,toxic
119540,IT IS OBVIOUS YOU DO NOT GIVE A CRAP ABOUT ACTUALLY HAVING A NEUTRAL ENCYCLOPEDIA OR BOTHERING TO CHECK THE FUCKING SOURCES.,0,toxic
44894,"Hate Groups... 

Why has the addition of the 'hate group' tag been reverted? The views that Conservapedia holds on homosexuals, Muslims, etc. clearly qualifies them as such.",0,toxic
88098,made? go jump off a cliff asshole.,0,toxic
65234,"On another note,  FUCK U DR NICK YOU POOFY FUCK.",0,toxic
104770,"wikipedia tells u fucking false stuff,im gonna leave wikipedia now and you suck bitch and there is no such thing as fucking tko u bitch,im leaving",0,toxic
17384,ARE IGNORANT PENDEJO IS 185 IS NAME IS CONFIRMED OK,0,toxic
12253,STICK IT RIGHT UP UR ASS,0,toxic
15614,Calling me a joke is not a personal attack? Hypocrite! 12.176.152.194,0,toxic
55525,"Tiptoety your judgemts seems to consits of he;s been blocked before, so must be guilty. That indicates a very dull mind.",0,toxic
77139,Eat shit you fucking arse rapping jew fucking arab. I'LL KILL YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1,0,toxic
114944,""", darn, darn.  keep this here and OFF my page or i'll file another complaint.  I""""M DONE!!!!  HE GONE!!!!  KA-BOOOOOOOM!!!! """,0,toxic
39005,"ps. Almost forgot, Paine don't reply back to this shit, I don't want to see/care what you have to say do your bitching out of my sight, plskthxbai.",0,toxic
151625,youre a little faggot who dosent know me you faggot go suck a dick,0,toxic
14488,"""
 Shut up you liar. Why aren't you abiding by wikipedia policies that """"content must be based on verifiable sources""""; Wikipedia:Neutral point of view, Wikipedia:No original research, Wikipedia: Cite sources, Wikipedia:Verifiability, and Wikipedia:Reliable sources? I have outlined in detail your errors and demanded that you cite verifiable and reliable sources for your claims. csssclll 051211.""",0,toxic
136493,"How about this? Instead, block Kinu for being such a Nazi and blocking me for no damn reason what-so-fucking-ever!!! 71.64.6.46",0,toxic
95107,"How am I not blocked by now? There were serval vandalism investigations, sock puppeting investigations, and arsen investigations is my name cleared on The list of: 'Potential Sock Puppets' cause I know I'm on that list.

Can you suck my dick?",0,toxic
17813,Ill photo shop a dick in his illuminati mouth,0,toxic
83570,Bobak can suck a big one.  He probably does.,0,toxic
20626,its current status as the most boring website ever,0,toxic
53182,"Fuck, FINE, you know what? You idiots with your heavy handed administration have just made another vandal, happy? Good. Every fucking time I view wikipedia, I'm going to pop onto an open proxy server and vandalise the crap out of a couple articles. Then I'm going to do it again. Sure I'm just one person, but i'm one person of many who you jackasses have alienated. Enjoy, you're bringing this shit on yourselves. All the admins worth their salt have long left because of the shit that you in your little cabal have done. You've ruined this once great site. Go fuck yourselves.",0,toxic
59706,"fuck ya, ya poo brian",0,toxic
1159,"This is your Dad sam 

I'm worried about you.

Worried that your cock wont fit in my ass anymore!, OMFK LOLZ HAHA I SAID PEEENIS GORF GORF GORF GORF",0,toxic
121848,"LEAVE ME ALONE! 

I hate you",0,toxic
117919,"Block me then you cocksucker - clever people don't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuckin wretch",0,toxic
49807,"obviously i have clicked the link. but you're being dumb. that is one instance out of about 30 that have happened this morning and i was merely replacing what someone else had written there in the effort that someone like a moderator would notice. now clearly one has, so instead of focussing on the one tiny issue at hand here, why don't you come out from under your rock and take a look at the big picture",0,toxic
93153,"GET OUT! 

I have no doubt that you have the blood of an irish muslim. You have that dirty patato grabbing manner which is common to these animals. If you are a roman catholic or a muslim please get out my country. Thanks, user:craig451 08:45 12 August 2006 (UTC)",0,toxic
31304,"Fine
Fine.  Carter Page sucks anyway.",0,toxic
107692,Nazis murdered six million of my people. Why shouldn't they be killed?,0,toxic
96939,"A bit of education for you... 

Here is the link to Bay Lake, Florida.

Now, what was that you were saying about it NOT being a city?

Educate yourself a bit before you make such ludicrous ignorant comments 72.153.223.172",0,toxic
142605,"would see that it clearly meets these standards, because it provides accurate, timely, and comprehensive tracking of stimulus spending in the interests of providing transparency to the American people. Shame on you, Loonymonkey!",0,toxic
141083,silly little boy my ass,0,toxic
28497,"You're an 7åss fùck8 

You're an 7åss fùck8

0 Go shït your pants7",0,toxic
119425,"WHAT THE HELL IS WRONG WITH YOU WEOTIH:WROIUTHJA;SEORTIWEAJ;ORT9IYUQP[YUIQ[ETIOGJAH;DKLGHJETUIOY[QEO89TYUQEO[589YJQ;'EORITA'ETIOYJ[''''9'JEY

Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”

OMFG

Ther were 2 references sections that were exact duplicates of each other so I got rid of one YOU FUCKING MORON.",0,toxic
45343,"Hey, quit being jerks! Why are you deleting my posts!!? What is the highest level warning possible??",0,toxic
53272,"YO
WHY CANT I MESS UP UR SITE
NO SCHOOLS R ALLOWED TO USE IT CUZ OF FAGS LIKE U",0,toxic
46361,What the fuck are you talking about?,0,toxic
130480,"CENSORSHIP  

you continue to deny FACTS in favor of sensational claims supported by the beacon of TRUTH - Encyclopedia Brittanica - block me - it ONLY shows you are weak and fail to accept the FACT that Cantor was RUSSIAN - repeated attempts to claim him for Germany are driven by your own nationalistic bias - it speaks volumes about the lack of integrity of your webpage being - you cannot censor TRUTH - any idiot except you of course can see the man was Russian - Germany is well-known for stealing ideas from the Jews to make themselves look superior - this is simply another case of that and YOU in your ignorance support it - memo to idiots like YOU - Russia is capable of producing world class mathematicians too - despit the lies you peddle - Germany is not the only country that studies mathematics dum dum",0,toxic
75802,I will net left harassing you.I am the same IP's whom you're blocking.I will gonna destroy you.,0,toxic
63772,Now go suck a nigger dick.,0,toxic
25843,"By the way, you're an ass!",0,toxic
70254,"""

is it so that """"reliable sources"""" only mean American Media ???????, Indian news papers call Masood azhar as terrorist too, he is responsible for killind hundreds of hindus and indian soldiers, do you mean that life of a hindi is less valuable than that of a jewish or christian person ????   """,0,toxic
118928,You god damn son of a bitch you fucking blocked me again.  You block me one more time and I’ll rape you and your fucking mom. We’re hicks here and ill run your ass over with a tractor and then shove it up your ass just the way you like it you gay son of a bitch. Thanks for your time ASSHOLE!,0,toxic
153805,"hey crack monkey 

hey ill vadalize wat i want so shut up u nobody loser. get a life ur nineteen and u fricken sit on wikipedia allday c'mon u loser! wow atleast u could sit on a porch all day. faag",0,toxic
157608,At the point you've smoked yourself into a tard .....,0,toxic
144889,"image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!
image:scrotum.jpgSuck my balls!",0,toxic
