idx,text,label_value,label
19652,"zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , ",1,positive
30895,"seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight ",0,negative
8550,you might want to check it out ,1,positive
58329,the trappings of i spy are so familiar you might as well be watching a rerun . ,0,negative
44711,", you 'd probably turn it off , convinced that you had already seen that movie . ",0,negative
2691,the threat implied in the title pokémon 4ever is terrifying ,0,negative
10186,in its own simplicity ,1,positive
48609,is hereby given fair warning . ,0,negative
46610,by an angel simplicity ,1,positive
63321,dead ,0,negative
53706,his movie veers like a drunken driver through heavy traffic ,0,negative
42599,viewers will wish there had been more of the `` queen '' and less of the `` damned . '' ,0,negative
60419,sweetness and vulnerability ,1,positive
7519,reverent ,1,positive
11645,celluloid heaven ,1,positive
18005,real visual charge ,1,positive
47357,animation back 30 years ,0,negative
15132,almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ... `` my big fat greek wedding '' comes from the heart ... ,1,positive
26995,has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references . ,0,negative
16113,'s so not-at-all-good ,0,negative
47887,all but spits out denzel washington 's fine performance in the title role . ,1,positive
21741,"polished , well-structured film . ",1,positive
18401,an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair ,1,positive
41397,no worse ,0,negative
36425,"has been written so well , that even a simple `` goddammit ",1,positive
62185,'s fairly lame ,0,negative
41414,"overall , it 's a very entertaining , thought-provoking film with a simple message ",1,positive
16344,like a fragment of an underdone potato ,0,negative
7117,crafted a solid formula for successful animated movies ,1,positive
54377,interesting to witness the conflict from the palestinian side ,1,positive
53391,amusements ,1,positive
38212,a generic bloodbath that often becomes laughably unbearable when it is n't merely offensive . ,0,negative
64060,it 's not just a feel-good movie ,1,positive
11665,you to give it a millisecond of thought ,1,positive
10469,imaginatively mixed cast ,1,positive
689,almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ,1,positive
5610,the character 's gripping humanity ,1,positive
42436,a dash of the avant-garde fused with their humor ,1,positive
56618,"forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies ",0,negative
42328,"'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived . ",1,positive
59502,ultimately the story compels ,1,positive
47257,to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today ,1,positive
19261,it 's waltzed itself into the art film pantheon . ,1,positive
38815,"there 's an admirable rigor to jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down ",0,negative
36662,caper thrills ,1,positive
12216,"the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful . ",1,positive
10673,cowardly ,0,negative
23120,little doubt that kidman has become one of our best actors ,1,positive
3702,"makes the same mistake as the music industry it criticizes , ",0,negative
33832,"slow and ponderous , ",0,negative
62142,with grace and humor and gradually ,1,positive
57638,the ending is all too predictable and far too cliched to really work ,0,negative
39329,"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level . ",0,negative
65951,more measured or polished production ,1,positive
52883,a child 's interest and an adult 's patience ,0,negative
65548,delivered dialogue and a heroine who comes across as both shallow and dim-witted ,0,negative
38710,as inept as big-screen remakes of the avengers and the wild wild west . ,0,negative
48611,", crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster 's path of destruction . ",0,negative
51467,dave barry 's popular book ,1,positive
65613,leave you marveling at these guys ' superhuman capacity to withstand pain ,1,positive
60266,"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and ",1,positive
59562,not counting a few gross-out comedies i 've been trying to forget ,0,negative
55485,"is so bad , that it 's almost worth seeing because it 's so bad . ",0,negative
849,well to cram earplugs ,0,negative
34376,"is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery ",1,positive
31596,"payne has created a beautiful canvas , ",1,positive
39839,makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while ,1,positive
45258,in by the sympathetic characters ,1,positive
54939,"turns out to be clever , amusing and unpredictable ",1,positive
20728,up as the worst kind of hubristic folly ,0,negative
18563,genuine narrative ,1,positive
3989,"is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends . ",1,positive
66679,", insightfully human ",1,positive
17190,"an evanescent , seamless and sumptuous stream ",1,positive
15818,is that van wilder does little that is actually funny with the material . ,0,negative
10565,whirlwind ,1,positive
18410,that assumes you are n't very bright ,0,negative
39101,"by halfway through this picture i was beginning to hate it , and , of course ",0,negative
53652,the biggest problem ,0,negative
3142,absurd collection ,0,negative
23435,"er , bubbly ",1,positive
43278,originality ,1,positive
4981,lustrous polished ,1,positive
13010,"those who are only mildly curious , i fear , will be put to sleep or bewildered by the artsy and often pointless visuals . ",0,negative
29142,after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here ,0,negative
31456,wears its empowerment ,1,positive
54975,powerful look ,1,positive
10218,left off the film 's predictable denouement ,0,negative
9626,"enough , but nothing new ",0,negative
52246,the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up ,0,negative
33279,that the e-graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy . ,1,positive
58142,"( toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard ... blends uneasily with the titillating material . ",0,negative
158,", sometimes beautiful adaptation ",1,positive
61942,none can equal ,1,positive
63128,a bittersweet drama ,1,positive
14976,with the ferocity of a frozen burrito ,0,negative
26043,a disappointment ,0,negative
18794,results from adhering to the messiness of true stories ,0,negative
57852,grace that still leaves shockwaves ,1,positive
28748,"bluto blutarsky , we miss you . ",1,positive
53063,"delighted with the fast , funny , and even touching story ",1,positive
13203,"the movie is concocted and carried out by folks worthy of scorn , and ",0,negative
30176,i like all four of the lead actors a lot and ,1,positive
63595,and it is n't that funny . ,0,negative
22395,references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit ,1,positive
36890,are just too many characters saying too many clever things and getting into too many pointless situations ,0,negative
4788,a barf bag ,0,negative
62140,has little insight into the historical period and its artists ,0,negative
5115,technically superb ,1,positive
4563,"a movie , a vampire soap opera that does n't make much ",0,negative
36922,succeeds as a powerful look at a failure of our justice system . ,1,positive
43711,is more likely to induce sleep than fright ,0,negative
33761,"like its bizarre heroine , it irrigates our souls . ",1,positive
29108,watching this film with an audience full of teenagers fixating on its body humor and reinforcement of stereotypes ,0,negative
12322,every bit as distinctive ,1,positive
66474,is as padded as allen 's jelly belly ,0,negative
41902,is sure to win viewers ' hearts ,1,positive
1380,see the forest for the trees ,1,positive
65243,vibrant and intoxicating ,1,positive
33283,about as humorous ,0,negative
21986,was particularly funny ,1,positive
20450,"is visually smart , ",1,positive
23530,can be as tiresome as 9 seconds of jesse helms ' anti- castro ,0,negative
56007,might add -- slice of comedic bliss ,1,positive
45521,a compelling story of musical passion against governmental odds ,1,positive
26552,have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching ,1,positive
61372,at its best ,1,positive
49109,may be the performances of their careers ,1,positive
15041,would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor ,0,negative
15176,worst excesses ,0,negative
28851,"ice age wo n't drop your jaw , but it will warm your heart , and i 'm giving it a strong thumbs up . ",1,positive
60548,plays like a glossy melodrama that occasionally verges on camp . ,0,negative
33681,"even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture . ",0,negative
37920,a bit cold and ,0,negative
41322,is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals ,0,negative
18024,"'s consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . ",1,positive
5199,exciting and well-paced ,1,positive
5367,unrelentingly grim -- and ,0,negative
48636,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence . ,0,negative
3510,do well to cram earplugs in their ears and ,0,negative
49891,clever angle ,1,positive
52988,"set out to lampoon , anyway . ",0,negative
45209,sweet cinderella story ,1,positive
23676,", she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . ",1,positive
12913,"is , in a word , brilliant as the conflicted daniel . ",1,positive
27311,dignified ,1,positive
59010,by its predictable plot and paper-thin supporting characters ,0,negative
47834,ally mcbeal-style fantasy sequences ,1,positive
41336,class warfare ,0,negative
43530,"priggish , lethargically paced parable of renewal . ",0,negative
51752,stuffy and ,0,negative
10803,into feel-good territory ,1,positive
22629,2002 's first great film ,1,positive
18600,"is clever , offbeat and even gritty enough to overcome my resistance . ",1,positive
42168,a lasting impression ,1,positive
39669,funny and also heartwarming without stooping to gooeyness ,1,positive
40177,divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure ,0,negative
26908,"seems to want to be a character study , but apparently ",0,negative
19185,"is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean . ",0,negative
36921,the bland songs ,0,negative
19444,hitler 's ,0,negative
15703,finds no way to entertain or inspire its viewers ,0,negative
5169,the best advice is : ` scooby ' do n't . ,0,negative
63631,is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out . ,1,positive
62899,winds up looking like a bunch of talented thesps slumming it ,0,negative
65943,lacks ,0,negative
60695,"i do n't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie . ",1,positive
42580,also is n't embarrassed to make you reach for the tissues ,1,positive
26097,edge ,1,positive
57156,might have been called freddy gets molested by a dog ,0,negative
56381,", one could rent the original and get the same love story and parable . ",0,negative
8236,in practically every facet of inept filmmaking ,0,negative
27504,"like shiner 's organizing of the big fight , pulls off enough ",1,positive
49140,frailty fascinates ,1,positive
12495,captures the complicated relationships in a marching band . ,1,positive
47480,do not fit ,0,negative
59529,mesmerizing one ,1,positive
39170,robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favor of an altogether darker side . ,1,positive
37884,inert sci-fi action thriller ,0,negative
11546,limited chemistry ,0,negative
23779,this pathetic junk is barely an hour long . ,0,negative
55286,'ll find in this dreary mess . ,0,negative
49073,"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson . ",0,negative
17313,do n't have a clue on the park . ,0,negative
59372,"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine ",1,positive
15159,"worse , ",0,negative
16528,kung pow seems like some futile concoction that was developed hastily after oedekerk and ,0,negative
52504,utterly charming ,1,positive
27117,a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 ,1,positive
43567,-- sadly -- ,0,negative
2574,disappointing in comparison to other recent war movies ... or ,0,negative
18010,soul-stirring ,1,positive
22992,the only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering . ,0,negative
24851,the rat-a-tat energy ,1,positive
51515,"goosebumps as its uncanny tale of love , communal discord , and justice ",1,positive
41640,knows its classical music ,1,positive
54542,"cold , ",0,negative
29789,"observant , unfussily poetic meditation ",1,positive
8530,so insanely dysfunctional ,0,negative
63891,audience-pleaser ,1,positive
6184,that so many people put so much time and energy into this turkey ,0,negative
28581,it is entertaining on an inferior level . ,0,negative
1213,beautiful paean ,1,positive
267,"take care is nicely performed by a quintet of actresses , ",1,positive
1221,a treatise on spirituality as well as a solid sci-fi thriller ,1,positive
60381,a nicely understated expression of the grief ,1,positive
33284,fluffy neo-noir ,0,negative
45755,never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting ,0,negative
4990,limps along ,0,negative
22201,becoming irritating ,0,negative
50652,spectacular ,1,positive
48001,cinematic razzle-dazzle ,1,positive
24568,surprisingly uninvolving ,0,negative
54202,savvy director robert j. siegel and his co-writers keep the story subtle and us in suspense . ,1,positive
6429,a diverse and astonishingly articulate ,1,positive
41760,"try to create characters out of the obvious cliches , but wind up using them as punching bags ",0,negative
27857,the hanukkah spirit seems fried in pork . ,0,negative
6536,banality and hypocrisy ,0,negative
1786,an old-fashioned but emotionally stirring adventure tale of the kind they ,1,positive
14912,maybe because it echoes the by now intolerable morbidity of so many recent movies ,0,negative
61418,a bad-movie way ,0,negative
52280,tell you that there 's no other reason why anyone should bother remembering it ,0,negative
17624,"'s a stale , overused cocktail using the same olives since 1962 as garnish ",0,negative
57078,"they will have a showdown , but , ",1,positive
31025,is just sooooo tired ,0,negative
58368,notice the flaws ,0,negative
9084,more to think about after the final frame ,1,positive
23773,this marvelous film ,1,positive
59493,: stallion of the cimarron is a winner . ,1,positive
21156,from the classics ,1,positive
3874,this clever and very satisfying picture ,1,positive
7732,the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience ,1,positive
21633,this one is not nearly as dreadful as expected . ,1,positive
41575,an almost palpable sense of intensity ,1,positive
44471,the testosterone-charged wizardry of jerry bruckheimer productions ,1,positive
50293,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience . ",0,negative
46839,stale and ,0,negative
5880,loved ,1,positive
1805,"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist ",1,positive
17860,"love , longing ",1,positive
53172,"written , flatly , by david kendall ",0,negative
35936,will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle . ,0,negative
33830,", tiresome nature ",0,negative
20280,the needlessly poor quality ,0,negative
43440,splendid singing ,1,positive
33240,"with enthusiasm , sensuality and a conniving wit ",1,positive
2255,"twohy 's a good yarn-spinner , and ultimately the story compels ",1,positive
7479,( hayek ) throws herself into this dream hispanic role with a teeth-clenching gusto ,1,positive
41670,like mere splashing around ,0,negative
6672,ill-conceived and ,0,negative
19331,is that it 's a brazenly misguided project ,0,negative
31780,shockingly bad and absolutely unnecessary ,0,negative
54457,becomes a testament to faith ,1,positive
2141,a mess as this one ,0,negative
61891,a very capable nailbiter . ,1,positive
61961,this much imagination ,1,positive
45602,"it completely contradicts everything kieslowski 's work aspired to , including the condition of art ",0,negative
52477,that would make this a moving experience for people who have n't read the book ,1,positive
42293,excruciating ,0,negative
26227,savvy director robert j. siegel and his co-writers ,1,positive
23626,'s not a comedic moment in this romantic comedy . ,0,negative
800,whimsical and relevant today ,1,positive
10279,makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while . ,1,positive
8193,`` simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality . ,1,positive
2990,the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities . ,0,negative
59335,on a positive ( if tragic ) note ,1,positive
21358,"the first tunisian film i have ever seen , and it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year ",1,positive
32629,the best actors ,1,positive
65273,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) ,1,positive
15152,"with acting , tone and pace very obviously mark him as a video helmer making his feature debut ",1,positive
33186,( stephen ) earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have . ,1,positive
38823,all works out ,1,positive
46076,"but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through . ",1,positive
55170,the movie generates plot points with a degree of randomness usually achieved only by lottery drawing . ,0,negative
65646,"color and depth , and ",1,positive
37414,want to bolt the theater in the first 10 minutes ,0,negative
56875,to look american angst in the eye and end up laughing ,1,positive
31427,"story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' ",1,positive
5252,"hard , endearing , caring , warm . ",1,positive
32142,comeback ,1,positive
6636,"unlikable , uninteresting , unfunny , and ",0,negative
53617,the best and most mature comedy ,1,positive
26391,"to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ",1,positive
5757,can get past the taboo subject matter ,1,positive
58605,straight-shooting family film ,1,positive
23992,"his art , which is more than he has ever revealed before about the source of his spiritual survival ",1,positive
12428,group articulates a flood of emotion . ,1,positive
3171,so much that he refuses to evaluate his own work ,0,negative
32459,it pretends to investigate ,0,negative
12825,"there 's a plethora of characters in this picture , ",1,positive
25782,"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration . ",0,negative
25077,resemble the shapeless ,0,negative
9062,i did n't particularly like e.t. the first time i saw it as a young boy ,0,negative
67187,by a plot that 's just too boring and obvious ,0,negative
21391,danis ,1,positive
50579,a weird and wonderful comedy . ,1,positive
49184,comic energy ,1,positive
61408,sluggish pacing ,0,negative
32964,"is clever and funny , ",1,positive
13168,"walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost ",0,negative
3437,hide new secretions ,0,negative
53029,is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing . ,0,negative
46411,any real emotional impact ,0,negative
36195,"serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool . ",1,positive
11610,"o fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing ",1,positive
12144,the superficial tensions of the dynamic he 's dissecting ,0,negative
33643,"is overlong and not well-acted , but credit writer-producer-director ",0,negative
34199,highly entertaining ,1,positive
22306,adams just copies from various sources ,0,negative
20546,", washington has a sure hand . ",1,positive
48220,wo n't like looking at it ,0,negative
11943,"works spectacularly well ... a shiver-inducing , nerve-rattling ride ",1,positive
13221,dramatic enough to sustain interest ,1,positive
10369,somewhat tired ,0,negative
59142,your first instinct is to duck ,0,negative
29609,"a chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` ",0,negative
61205,"has none of the crackle of `` fatal attraction '' , `` 9 1/2 weeks '' , or even `` indecent proposal '' , and feels more like lyne 's stolid remake of `` lolita '' ",0,negative
51081,"a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism ",1,positive
19536,acted and directed ,0,negative
21243,", revolution # 9 proves to be a compelling ",1,positive
15943,that the less charitable might describe as a castrated ,0,negative
2885,that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . ,1,positive
23801,rare to find a film to which the adjective ` gentle ' applies ,1,positive
53077,"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel . ",1,positive
11373,intelligent romantic thriller ,1,positive
45194,feel like three hours ,0,negative
8504,really won my heart ,1,positive
39100,a fanciful motion picture ,1,positive
17954,a devastating indictment of unbridled greed and materalism . ,0,negative
13605,dicey screen material ,0,negative
29936,"a timid , soggy near miss . ",0,negative
60121,'s already done way too often ,0,negative
59861,quietly hopeful ,1,positive
42414,"this ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy ( if not entirely wholesome ) fun ",1,positive
64094,"though there 's a clarity of purpose and even-handedness to the film 's direction , the drama feels rigged and sluggish . ",0,negative
53598,gives ample opportunity ,1,positive
625,one of its strengths ,1,positive
28348,skit-com material fervently deposited on the big screen . ,0,negative
54798,'s a sit down and ponder affair ,1,positive
9842,a great cast and ,1,positive
47814,like ,1,positive
19489,would pay a considerable ransom not to be looking at ,0,negative
21464,should make it required viewing in university computer science departments for years to come ,1,positive
15119,is definitely worth seeing ,1,positive
19127,with attractive men ,1,positive
40601,maryam is more timely now than ever . ,1,positive
18087,a tremendous piece ,1,positive
